experiment_number,movie_title,movie_year,event_date,event_host,event_location,event_image,event_notes,event_attendees,movie_original_title,movie_release_date,movie_runtime,movie_overview,movie_tagline,movie_content_rating,movie_budget,movie_box_office,movie_poster,movie_backdrop,movie_trailer,movie_tmdb_id,movie_tmdb_url,movie_tmdb_rating,movie_tmdb_votes,movie_imdb_id,movie_imdb_url,shown_3d,movie_created_at,movie_updated_at,experiment_created_at,experiment_updated_at
387,Toxic Obsession,2019,Thu Jun 27 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/06/1G7K0Hq1.jpeg,,,Toxic Obsession,Sun Jun 30 2019 20:00:00 GMT-0400 (Eastern Daylight Time),75,"Bryan Fernandez is just a regular guy, until one day, his life is turned upside down when several of his many ex lovers hatch a plan to get even. Now Bryan is on the run and low on time to solve a mystery and get his life back.",,,,,https://image.tmdb.org/t/p/w500/bAtyT9wBZxHDWEfuExlvDt36dft.jpg,,,1310217,https://www.themoviedb.org/movie/1310217,,,tt9574912,https://www.imdb.com/title/tt9574912,false,Mon Jun 16 2025 17:09:45 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:44 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:49 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:49 GMT-0400 (Eastern Daylight Time)
389,Uncle Sam,1996,Wed Jul 03 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/07/yThrgYE1.jpeg,,,Uncle Sam,Tue Nov 12 1996 19:00:00 GMT-0500 (Eastern Standard Time),90,"It's Fourth of July Weekend, and the recently discovered corpse of Sgt. Sam Harper rises from the dead to punish the unpatriotic.",I want you... DEAD!,,2000000,,https://image.tmdb.org/t/p/w500/elviAUTzOzCBVavLhE4MLyzYIMW.jpg,https://image.tmdb.org/t/p/w1280/shVXXr8rcL7uFB9DAz1U41KgF7t.jpg,,9680,https://www.themoviedb.org/movie/9680,4.8,57,tt0118025,https://www.imdb.com/title/tt0118025,false,Mon Jun 16 2025 17:09:45 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:45 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time)
391,Creepozoids,1987,Mon Jul 08 2024 20:00:00 GMT-0400 (Eastern Daylight Time),tequila,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/07/Koeo03C1.jpeg,,,Creepozoids,Thu Oct 01 1987 20:00:00 GMT-0400 (Eastern Daylight Time),72,"Five Army deserters wander the post-apocalyptic, post-industrial LA landscape seeking shelter from an increasingly toxic environment and poisonous rain.",Your flesh will crawl right off your bones!,,75000,,https://image.tmdb.org/t/p/w500/xgXlJIq8oyzZch2FvlHT0Fs1UuW.jpg,https://image.tmdb.org/t/p/w1280/eARnPYLAkjjvREBMaCsIIJm5rsn.jpg,,28223,https://www.themoviedb.org/movie/28223,4.531,97,tt0092795,https://www.imdb.com/title/tt0092795,false,Mon Jun 16 2025 17:09:46 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:45 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time)
395,Star Slammer,1986,Wed Jul 17 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/07/JLbAsx01.jpeg,,,Star Slammer,Thu Oct 09 1986 20:00:00 GMT-0400 (Eastern Daylight Time),86,"Two women who have been unjustly confined to a prison planet plot their escape, all the while having to put up with unhinged guards, crazed wardens and mutant rodents.",Untamed. Uncaged. Unleashed In Space.,,,,https://image.tmdb.org/t/p/w500/clBB3cpaASKvId3aCHJ6f1ngx0q.jpg,https://image.tmdb.org/t/p/w1280/rvSMpkb4Xyw50xJ89LXT7p87cZZ.jpg,,68171,https://www.themoviedb.org/movie/68171,3.819,36,tt0087945,https://www.imdb.com/title/tt0087945,false,Mon Jun 16 2025 17:09:46 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:46 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time)
397,Necropolis Awakened,2002,Wed Jul 24 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/07/uQtiU131.jpeg,,,Necropolis Awakened,Thu Nov 21 2002 19:00:00 GMT-0500 (Eastern Standard Time),93,Horror film from Hudson White (as Garrett White).,,,,,https://image.tmdb.org/t/p/w500/kSWlmjHpSvtzjqdMv1wXtEWLD85.jpg,,,279696,https://www.themoviedb.org/movie/279696,8,1,tt0360832,https://www.imdb.com/title/tt0360832,false,Mon Jun 16 2025 17:09:47 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:47 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:50 GMT-0400 (Eastern Daylight Time)
401,Mutant War,1988,Thu Aug 01 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/08/KCMYmFt1.jpeg,,,Mutant War,Fri Jul 22 1988 20:00:00 GMT-0400 (Eastern Daylight Time),82,"The sequel to 'Galaxy Destroyer' which finds our hero Harry Trent wandering Earth's post-apocalyptic landscape full of mutants, monsters, and fragmented human tribes. Harry's attempt to help a young girl rescue her sisters, leads him to a group of armed mutants led by a human madman attempting to breed them and take over the world.",Earth... a nice place to breed. But you wouldn't want to live there.,,60000,,https://image.tmdb.org/t/p/w500/cvW49xt5ktK0RtOI4iOM54fDKGX.jpg,https://image.tmdb.org/t/p/w1280/c8pbgvAuTBXKChVJW8OlNkAl2gN.jpg,,316690,https://www.themoviedb.org/movie/316690,4.1,11,tt1995373,https://www.imdb.com/title/tt1995373,false,Mon Jun 16 2025 17:09:48 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:48 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time)
404,Hellmaster,1992,Thu Aug 08 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/08/EVglkXS1.jpeg,,,Hellmaster,Tue Dec 15 1992 19:00:00 GMT-0500 (Eastern Standard Time),96,"A psychotic college professor uses unwitting students as laboratory rats, injecting them with a drug that mutates them into gory killers",He'll show you the way to hell and meet you there!,,1800000,,https://image.tmdb.org/t/p/w500/8UreyrVc3cnPP1G2LPo7QtzBBl4.jpg,https://image.tmdb.org/t/p/w1280/90gdPCj0wGZZAuhXE8VjUUsrpo.jpg,,148991,https://www.themoviedb.org/movie/148991,4.556,27,tt0165489,https://www.imdb.com/title/tt0165489,false,Mon Jun 16 2025 17:09:49 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:49 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time)
407,The Forest,1982,Sun Sep 01 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/wNcAksh1.jpeg,,,The Forest,Thu Jun 10 1982 20:00:00 GMT-0400 (Eastern Daylight Time),85,A cannibal hermit living in the woods preys on campers and hikers for his food supply.,Daddy's Gone A Hunting,,,,https://image.tmdb.org/t/p/w500/QNvOiW54Ls8RMHxLOpfUsX5xKb.jpg,https://image.tmdb.org/t/p/w1280/lpcIogzzMVNxhlWF2P05Q8w0PJZ.jpg,,85196,https://www.themoviedb.org/movie/85196,3.9,45,tt0122070,https://www.imdb.com/title/tt0122070,false,Mon Jun 16 2025 17:09:49 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time)
407,The Children,1980,Sun Sep 01 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/wNcAksh1.jpeg,,,The Children,Thu Jun 12 1980 20:00:00 GMT-0400 (Eastern Daylight Time),93,A nuclear-plant leak turns a bus-load of children into murderous atomic zombies with black fingernails.,...thank God they're somebody else's!,,,,https://image.tmdb.org/t/p/w500/9aJnz1MFL01xDududqIwuEJLhCb.jpg,https://image.tmdb.org/t/p/w1280/gpiZOEmIJkgyssckXz8OOvx5Xey.jpg,,84107,https://www.themoviedb.org/movie/84107,5.2,70,tt0080527,https://www.imdb.com/title/tt0080527,false,Mon Jun 16 2025 17:09:49 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:51 GMT-0400 (Eastern Daylight Time)
411,CarousHELL The 2nd,2021,Mon Sep 09 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/4ExSR0I1.jpeg,,,CarousHELL The 2nd,Wed Sep 08 2021 20:00:00 GMT-0400 (Eastern Daylight Time),77,"Duke has always wondered about his purpose in life. Who he was, what he was meant to do. He just found out that he's a father. At the same time, those who created Duke years ago have found him.  Now Duke has to deal with fatherhood AND dark magic wielding Nazis.",He'll see you in heil!,,10000,,https://image.tmdb.org/t/p/w500/4uY1kHrYaC94xx36SBw7JJCSCYM.jpg,https://image.tmdb.org/t/p/w1280/mW0kGh6TGIq60qkhhlQTCwlPxkh.jpg,,872620,https://www.themoviedb.org/movie/872620,5.667,3,tt15397504,https://www.imdb.com/title/tt15397504,false,Mon Jun 16 2025 17:09:50 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time)
414,Space Sharks,2024,Mon Sep 16 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/kpU7Djw1.jpeg,,,Space Sharks,Sat Jun 22 2024 20:00:00 GMT-0400 (Eastern Daylight Time),70,"A military experiment conducted on a space station goes horribly wrong, sending a new breed of weaponized sharks to earth with only one mission: destroy everything in their path.",,,,,https://image.tmdb.org/t/p/w500/4MRpQe6zhoKc792Bbrqmp3FjdaY.jpg,https://image.tmdb.org/t/p/w1280/gawXRvkNW1oIIqoogAPozKBGshd.jpg,,1143790,https://www.themoviedb.org/movie/1143790,2.1,10,tt19387356,https://www.imdb.com/title/tt19387356,false,Mon Jun 16 2025 17:09:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:52 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time)
414,Evil Laugh,1986,Mon Sep 16 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/kpU7Djw1.jpeg,,,Evil Laugh,Mon Mar 31 1986 19:00:00 GMT-0500 (Eastern Standard Time),87,A group of medical students take a weekend to fix up an old house where a mass murder occurred 10 years earlier.,Ten years ago something terrible happened in this house... This weekend it's about to happen AGAIN.,,,,https://image.tmdb.org/t/p/w500/nPZ1MwWx2Aic0nxUn1kCcVyIzGe.jpg,https://image.tmdb.org/t/p/w1280/2VaOvpgnKIz1WcWC0Jw13dv5cTT.jpg,,85165,https://www.themoviedb.org/movie/85165,4.8,35,tt0095120,https://www.imdb.com/title/tt0095120,false,Mon Jun 16 2025 17:09:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:53 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time)
417,Mortuary,1983,Sun Sep 29 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/09/WNDg8xb1.jpeg,,,Mortuary,Thu Aug 11 1983 20:00:00 GMT-0400 (Eastern Daylight Time),130,"After a college dare goes wrong, the investigating officer arrests his son and locks horns with his estranged wife while trying to find the truth.",Beware.,,,,https://image.tmdb.org/t/p/w500/9nuawgCJ81QitKg4FG3Zv6aS3O4.jpg,,,1264828,https://www.themoviedb.org/movie/1264828,6,1,,,false,Mon Jun 16 2025 17:09:51 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:52 GMT-0400 (Eastern Daylight Time)
424,Stage Fright,1987,Mon Oct 21 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/10/r1fcUuY1.jpeg,,,Deliria,Sat Feb 07 1987 19:00:00 GMT-0500 (Eastern Standard Time),90,"While a group of young actors rehearse a new musical about a mass murderer, a notorious psychopath escapes from a nearby insane asylum.",Theatre of Delirium.,,1000000,,https://image.tmdb.org/t/p/w500/rXIMhd4JsEPA3Q9PfHyTmytNO2J.jpg,https://image.tmdb.org/t/p/w1280/5i9Et2apVwrfHoCMS3CxCbU1qf7.jpg,,20465,https://www.themoviedb.org/movie/20465,6.507,219,tt0092576,https://www.imdb.com/title/tt0092576,false,Mon Jun 16 2025 17:09:53 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:56 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:53 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:53 GMT-0400 (Eastern Daylight Time)
428,Night Feeder,1988,Wed Oct 30 2024 20:00:00 GMT-0400 (Eastern Daylight Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/VVYn0Ic1.jpeg,,,Night Feeder,Sun Oct 30 1988 19:00:00 GMT-0500 (Eastern Standard Time),94,"Fear chokes the free-wheeling underbelly of San Francisco's punk scene as a killer stalks the night to feed an unspeakable appetite. A writer probes the gruesome murders and the story hits close to home, as the web of death devours neighbors, friends, and lovers.",,,,,https://image.tmdb.org/t/p/w500/kjtQ25Wwf5hIWcRQZLwniLEILz9.jpg,https://image.tmdb.org/t/p/w1280/AuvExBEZ2MdlsBP0AduWrfpDuuZ.jpg,,363462,https://www.themoviedb.org/movie/363462,6.8,5,tt4777164,https://www.imdb.com/title/tt4777164,false,Mon Jun 16 2025 17:09:53 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:57 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:53 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:53 GMT-0400 (Eastern Daylight Time)
430,Blade Warrior,2002,Wed Nov 06 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/s7MGAgH1.jpeg,,,Blade Warrior,Mon Nov 11 2002 19:00:00 GMT-0500 (Eastern Standard Time),87,"Jack is a martial arts-trained cop who is working hard to restore his neighborhood back to its glorious past. But a local mob boss called Blades makes it worse when he decides to target a small store owned by Jack's family. Taking matters into his own hands, Jack uses unorthodox methods to ensure Blades' imprisonment. While in jail, the jaded kingpin uses his time to plot revenge against Jack and the whole community. Who will be the victor?",They picked the wrong cop to mess with!,,40000,,https://image.tmdb.org/t/p/w500/cSdMt2gzBi8tiI0dauzBM8rUh6h.jpg,https://image.tmdb.org/t/p/w1280/uj6FfeZiLdG8w01J7gAQhyIbQDB.jpg,,448125,https://www.themoviedb.org/movie/448125,,,tt2040293,https://www.imdb.com/title/tt2040293,false,Mon Jun 16 2025 17:09:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:58 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time)
433,Invasion of the Blood Farmers,1972,Wed Nov 13 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/q6zSIhh1.jpeg,,,Invasion of the Blood Farmers,Tue Aug 22 1972 20:00:00 GMT-0400 (Eastern Daylight Time),78,"Somewhere in upstate New York, a young woman is terrorized by a group of rural farmers primarily interested in a harvest of blood.",They planted the LIVING and harvested the DEAD!,,,,https://image.tmdb.org/t/p/w500/aq4DjUqumZ9CnCllQzzK33WgcB9.jpg,https://image.tmdb.org/t/p/w1280/fKagUK3RNwp2jH6kXbICuAbEosI.jpg,,91066,https://www.themoviedb.org/movie/91066,3,15,tt0068746,https://www.imdb.com/title/tt0068746,false,Mon Jun 16 2025 17:09:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:59 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time)
436,The FP,2011,Mon Nov 18 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/wZKjniT1.jpeg,,,The FP,Sat Mar 12 2011 19:00:00 GMT-0500 (Eastern Standard Time),83,"Two rival gangs fight for control of Frazier Park -- a deadly arena in competitive dance-fight video game ""Beat-Beat Revolution.""",An Ancient Game Becomes A Deadly Sport.,,,,https://image.tmdb.org/t/p/w500/nmo8R1FpBEsC80qYOaXtx2vMrSa.jpg,https://image.tmdb.org/t/p/w1280/5H8v9VgjX3nQ0o7KpeP8e2d8Wcx.jpg,,85860,https://www.themoviedb.org/movie/85860,5,31,tt1296373,https://www.imdb.com/title/tt1296373,false,Mon Jun 16 2025 17:09:55 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:19:59 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time)
437,Python,2000,Wed Nov 20 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/YxTpOng1.jpeg,,,Python,Tue Aug 08 2000 20:00:00 GMT-0400 (Eastern Daylight Time),99,"Sleepy New Haven California is a small town with a big problem. A sixty foot slithering horror has arrived and shattered the town's tranquillity on it's path of death and destruction... Growing violent and more savage with each attack the gigantic creature soon becomes an unstoppable feeding machine raging beyond control of it's creator, leaving only the stripped bones of it's victims in it's wake.",Created by nature... redesigned by man.,,,,https://image.tmdb.org/t/p/w500/8OXaHZTNs08daBevIfUwpC7aGv2.jpg,https://image.tmdb.org/t/p/w1280/jJbUhrfncDTCJenKQBrC6ka1LVH.jpg,,41275,https://www.themoviedb.org/movie/41275,5.1,119,tt0209264,https://www.imdb.com/title/tt0209264,false,Mon Jun 16 2025 17:09:55 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:00 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:54 GMT-0400 (Eastern Daylight Time)
440,Thanksgiving,2023,Wed Nov 27 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/11/WwgNuRE1.jpeg,,,Thanksgiving,Wed Nov 15 2023 19:00:00 GMT-0500 (Eastern Standard Time),106,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",There will be no leftovers.,,15000000,46553280,https://image.tmdb.org/t/p/w500/f5f3TEVst1nHHyqgn7Z3tlwnBIH.jpg,https://image.tmdb.org/t/p/w1280/ktHEdqmMWC1wdfPRMRCTZe2OISL.jpg,,1071215,https://www.themoviedb.org/movie/1071215,6.526,1355,tt1448754,https://www.imdb.com/title/tt1448754,false,Mon Jun 16 2025 17:09:56 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:01 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time)
443,Cocaine Crabs From Outer Space,2022,Wed Dec 11 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/12/dbbrnVO1.jpeg,,,Cocaine Crabs From Outer Space,Thu Nov 03 2022 20:00:00 GMT-0400 (Eastern Daylight Time),83,"When a couple of intergalactic space crabs land on Earth, they encounter the one thing they didn’t expect… A duo of dumb frat boys force-feeding them cocaine! As it turns out, cocaine gives space crabs an overbearing impulse to kill! Their string of peculiar homicides has Detective Charlie Reese thinking that something smells fishy… literally!","Aw, Shit Burger",,,,https://image.tmdb.org/t/p/w500/821jXtkiF2ePOIhhDicGPa6a1F0.jpg,https://image.tmdb.org/t/p/w1280/gLOe3Of1phIHiBnaIKGAQ1RWoPL.jpg,,1043984,https://www.themoviedb.org/movie/1043984,4.2,5,tt28651516,https://www.imdb.com/title/tt28651516,false,Mon Jun 16 2025 17:09:57 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:02 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time)
447,Await Further Instructions,2018,Sun Dec 22 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/12/I8KoufZ1.jpeg,,,Await Further Instructions,Sat Aug 25 2018 20:00:00 GMT-0400 (Eastern Daylight Time),91,"A dysfunctional family awake on Christmas morning to discover they’re sealed inside their house by a mysterious black substance. On television, a single line of text reads: “Stay Indoors and Await Further Instructions.”",Contain. Corrupt. Control.,,,,https://image.tmdb.org/t/p/w500/afvi5tVi5S3Ux9faZaI32SmPRkj.jpg,https://image.tmdb.org/t/p/w1280/kPWABfYVotvqMxJnw8D7Nr6PQUL.jpg,,505063,https://www.themoviedb.org/movie/505063,5.422,281,tt4971408,https://www.imdb.com/title/tt4971408,false,Mon Jun 16 2025 17:09:57 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:03 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:55 GMT-0400 (Eastern Daylight Time)
449,The Devonsville Terror,1983,Thu Dec 26 2024 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2024/12/LZ5QyDh1.jpeg,,,The Devonsville Terror,Sun Oct 23 1983 20:00:00 GMT-0400 (Eastern Daylight Time),82,"Dr. Worley investigates a 300-year-old witch's curse in the New England town of Devonsville. Three liberated, assertive women move into town, which angers the bigoted, male-dominated town fathers. One of the women is a reincarnation of the witch, who proceeds to exact revenge on them.",Three hundred years ago they burned her as a witch. Now she's back!,,,,https://image.tmdb.org/t/p/w500/w4K67t8odo35Y3Quz5t15hGOEAX.jpg,https://image.tmdb.org/t/p/w1280/asqiMWQclyDbWdDiCDttaKNSpto.jpg,,98012,https://www.themoviedb.org/movie/98012,4.617,30,tt0085434,https://www.imdb.com/title/tt0085434,false,Mon Jun 16 2025 17:09:58 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:04 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time)
451,The Knockout,1932,Wed Jan 01 2025 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2025/01/XEK3tFg1.jpeg,,,The Knockout,Fri Mar 04 1932 19:00:00 GMT-0500 (Eastern Standard Time),21,"When Mickey accidentally knocks out a local boxing champ, he is forced to take the fighter's place in a bout.",,,,,https://image.tmdb.org/t/p/w500/qOiIlEdiu6T3oM2G380fVGunOyo.jpg,,,390239,https://www.themoviedb.org/movie/390239,4.5,2,tt0023098,https://www.imdb.com/title/tt0023098,false,Mon Jun 16 2025 17:09:58 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:05 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time)
455,Mansion of the Doomed,1976,Sun Jan 12 2025 19:00:00 GMT-0500 (Eastern Standard Time),zasderq,Bigscreen VR,https://bigscreenbadmovies.com/wp-content/uploads/2025/01/VhtQKqO1.jpeg,,,Mansion of the Doomed,Thu Sep 30 1976 20:00:00 GMT-0400 (Eastern Daylight Time),86,An insane surgeon finds himself up to his armpits in eyeballs after guilt prompts him to begin removing the eyes of abducted people in hopes of performing transplants on his daughter who lost her own in a car-accident he caused.,What Happens to His Victims is Horrorfying Beyond Belief!,,,,https://image.tmdb.org/t/p/w500/9AvD9lfGytbndj1OpgDICfvHZ6K.jpg,https://image.tmdb.org/t/p/w1280/6qIQlvN1HuugUU9KGGwCpIVOSz8.jpg,,40139,https://www.themoviedb.org/movie/40139,6.2,29,tt0076361,https://www.imdb.com/title/tt0076361,false,Mon Jun 16 2025 17:09:59 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:20:06 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time),Mon Jun 16 2025 17:10:56 GMT-0400 (Eastern Daylight Time)
